page_id,page_title,page_ns,revision_id,timestamp,contributor_id,contributor_name,bytes,intentionality
3825,|Leche|,0,7778,2002-11-20T00:25:06Z,1,|AstroNomo|,466,['wikification']
3825,|Leche|,0,7883,2002-11-20T00:25:58Z,1,|AstroNomo|,497,[]
3825,|Leche|,0,22507,2002-11-24T02:44:59Z,7,|Maveric149|,509,"['copy-editing', 'wikification']"
3825,|Leche|,0,38407,2003-08-09T19:59:00Z,5,|Andre Engels|,574,['copy-editing']
3825,|Leche|,0,42101,2003-10-06T03:34:51Z,2121,|Moriel|,592,['wikification']
3825,|Leche|,0,64983,2003-10-10T06:13:57Z,2121,|Moriel|,586,['wikification']
3825,|Leche|,0,65016,2003-12-05T01:54:45Z,194.126.101.136,Anonymous,597,['elaboration']
3825,|Leche|,0,65020,2003-12-05T02:58:58Z,4774,|Pakaran|,669,[]
3825,|Leche|,0,65022,2003-12-05T03:03:41Z,2906,|JorgeGG|,693,[]
3825,|Leche|,0,88544,2003-12-05T03:04:50Z,2906,|JorgeGG|,693,"['wikification', 'elaboration']"
3825,|Leche|,0,88545,2004-01-26T21:55:42Z,4293,|Julie|,751,"['wikification', 'elaboration']"
3825,|Leche|,0,104022,2004-01-26T21:58:47Z,4293,|Julie|,774,['wikification']
3825,|Leche|,0,123529,2004-02-29T00:48:38Z,1128,|Piolinfax|,766,['simplification']
3825,|Leche|,0,165948,2004-03-31T03:09:36Z,24.232.248.135,Anonymous,790,[]
3825,|Leche|,0,176755,2004-06-05T05:52:37Z,0,|Template namespace initialisation script|,769,['wikification']
3825,|Leche|,0,176784,2004-06-26T12:51:41Z,14570,|Triku|,792,['wikification']
3825,|Leche|,0,176970,2004-06-26T13:14:51Z,14570,|Triku|,813,"['wikification', 'elaboration']"
3825,|Leche|,0,228519,2004-07-28T16:38:20Z,15011,|Sms|,847,[]
3825,|Leche|,0,279533,2004-09-06T12:19:43Z,14570,|Triku|,864,['elaboration']
3825,|Leche|,0,351971,2004-10-05T01:30:20Z,14622,|Ma'ame Michu|,961,['wikification']
3825,|Leche|,0,447839,2004-11-19T20:41:39Z,14570,|Triku|,1371,"['wikification', 'elaboration']"
3825,|Leche|,0,457352,2005-01-21T19:58:18Z,217.124.66.98,Anonymous,1383,['elaboration']
3825,|Leche|,0,597524,2005-01-27T15:28:13Z,24974,|Maose|,1388,"['refactoring', 'wikification', 'elaboration']"
3825,|Leche|,0,648670,2005-04-21T07:33:26Z,24766,|Renabot|,1443,[]
3825,|Leche|,0,670540,2005-05-09T02:18:05Z,32751,|Rembiapo pohyiete (bot)|,1469,"['wikification', 'elaboration']"
3825,|Leche|,0,700940,2005-05-14T22:22:39Z,32751,|Rembiapo pohyiete (bot)|,1500,['verifiability']
3825,|Leche|,0,746921,2005-05-24T11:40:24Z,32751,|Rembiapo pohyiete (bot)|,1518,"['vandalism', 'elaboration']"
3825,|Leche|,0,768022,2005-06-06T18:58:09Z,36641,|Orgullobot~eswiki|,1552,['wikification']
3825,|Leche|,0,801828,2005-06-12T23:10:10Z,37563,|RobotQuistnix|,1563,"['wikification', 'elaboration']"
3825,|Leche|,0,801916,2005-06-21T23:34:35Z,33210,|Caiser|,1648,[]
3825,|Leche|,0,837211,2005-06-21T23:57:52Z,33210,|Caiser|,1648,['copy-editing']
3825,|Leche|,0,948980,2005-07-03T19:43:16Z,200.120.93.15,Anonymous,1767,['copy-editing']
3825,|Leche|,0,984199,2005-07-13T10:42:58Z,39213,|Chobot|,1793,[]
3825,|Leche|,0,1158037,2005-08-16T06:52:30Z,40404,|Caiserbot|,1794,['wikification']
3825,|Leche|,0,1168973,2005-08-17T22:37:54Z,33210,|Caiser|,1856,['wikification']
3825,|Leche|,0,1203152,2005-08-24T12:30:33Z,32395,|Emijrp|,1868,['wikification']
3825,|Leche|,0,1213840,2005-08-25T21:57:51Z,200.203.253.27,Anonymous,1873,['wikification']
3825,|Leche|,0,1217232,2005-08-26T10:55:11Z,172.178.191.149,Anonymous,1856,['copy-editing']
3825,|Leche|,0,1246461,2005-08-30T15:45:30Z,32751,|Rembiapo pohyiete (bot)|,1923,['wikification']
3825,|Leche|,0,1999120,2006-01-07T21:49:24Z,14570,|Triku|,2008,['counter-vandalism']
3825,|Leche|,0,2183500,2006-01-30T11:16:13Z,200.117.32.48,Anonymous,1939,['vandalism']
3825,|Leche|,0,2241912,2006-02-05T18:57:53Z,92731,|Nicoy723|,1957,['wikification']
3825,|Leche|,0,2377176,2006-02-21T14:35:08Z,83.44.11.77,Anonymous,2064,"['wikification', 'verifiability']"
3825,|Leche|,0,2377190,2006-02-21T14:36:51Z,83.44.11.77,Anonymous,2136,"['wikification', 'elaboration']"
3825,|Leche|,0,2430966,2006-02-27T10:15:38Z,73337,|Lasneyx|,2120,['wikification']
3825,|Leche|,0,2551209,2006-03-12T07:13:15Z,48866,|Lin linao|,2446,['wikification']
3825,|Leche|,0,2551236,2006-03-12T07:19:32Z,48866,|Lin linao|,2473,"['refactoring', 'wikification']"
3825,|Leche|,0,3401745,2006-06-02T17:08:55Z,130552,|Antonio Diaz|,2495,['elaboration']
3825,|Leche|,0,3401812,2006-06-02T17:15:52Z,130552,|Antonio Diaz|,2513,['wikification']
3825,|Leche|,0,3411530,2006-06-03T16:49:16Z,130552,|Antonio Diaz|,4719,['elaboration']
3825,|Leche|,0,3411543,2006-06-03T16:50:02Z,130552,|Antonio Diaz|,4719,['copy-editing']
3825,|Leche|,0,3423061,2006-06-04T16:57:44Z,130552,|Antonio Diaz|,4717,"['elaboration', 'verifiability']"
3825,|Leche|,0,3423249,2006-06-04T17:18:27Z,130552,|Antonio Diaz|,4890,"['wikification', 'elaboration']"
3825,|Leche|,0,3423444,2006-06-04T17:35:50Z,130552,|Antonio Diaz|,4914,"['wikification', 'elaboration']"
3825,|Leche|,0,3423512,2006-06-04T17:40:41Z,130552,|Antonio Diaz|,4959,[]
3825,|Leche|,0,3423693,2006-06-04T17:48:07Z,130552,|Antonio Diaz|,5082,"['refactoring', 'copy-editing', 'wikification']"
3825,|Leche|,0,3423796,2006-06-04T17:54:19Z,130552,|Antonio Diaz|,5170,"['wikification', 'elaboration']"
3825,|Leche|,0,3423944,2006-06-04T18:07:59Z,130552,|Antonio Diaz|,5265,"['wikification', 'elaboration']"
3825,|Leche|,0,3423963,2006-06-04T18:09:46Z,130552,|Antonio Diaz|,5287,['wikification']
3825,|Leche|,0,3423983,2006-06-04T18:11:09Z,130552,|Antonio Diaz|,5289,[]
3825,|Leche|,0,3423997,2006-06-04T18:12:09Z,130552,|Antonio Diaz|,5298,"['wikification', 'elaboration']"
3825,|Leche|,0,3424344,2006-06-04T18:45:16Z,130552,|Antonio Diaz|,5639,['wikification']
3825,|Leche|,0,3424442,2006-06-04T18:50:40Z,130552,|Antonio Diaz|,5724,[]
3825,|Leche|,0,3424835,2006-06-04T19:18:17Z,130552,|Antonio Diaz|,6710,['wikification']
3825,|Leche|,0,3473500,2006-06-08T11:56:25Z,130552,|Antonio Diaz|,6745,"['refactoring', 'wikification']"
3825,|Leche|,0,3475630,2006-06-08T16:32:13Z,130552,|Antonio Diaz|,6864,['wikification']
3825,|Leche|,0,3475864,2006-06-08T16:52:53Z,130552,|Antonio Diaz|,6866,['wikification']
3825,|Leche|,0,3475884,2006-06-08T16:54:32Z,130552,|Antonio Diaz|,6886,['wikification']
3825,|Leche|,0,3475944,2006-06-08T16:58:15Z,130552,|Antonio Diaz|,6907,['wikification']
3825,|Leche|,0,3499124,2006-06-10T15:54:21Z,200.58.161.149,Anonymous,6923,"['copy-editing', 'wikification']"
3825,|Leche|,0,3499146,2006-06-10T15:55:41Z,44428,|.Sergio|,6907,"['wikification', 'elaboration']"
3825,|Leche|,0,3520790,2006-06-12T07:37:04Z,154334,|Ihsahn~eswiki|,7066,['elaboration']
3825,|Leche|,0,3526674,2006-06-12T19:36:54Z,130552,|Antonio Diaz|,9196,['elaboration']
3825,|Leche|,0,3550227,2006-06-14T18:14:23Z,130552,|Antonio Diaz|,9288,[]
3825,|Leche|,0,3550325,2006-06-14T18:22:26Z,130552,|Antonio Diaz|,9385,['wikification']
3825,|Leche|,0,3550499,2006-06-14T18:36:08Z,130552,|Antonio Diaz|,9674,['wikification']
3825,|Leche|,0,3550814,2006-06-14T18:56:55Z,130552,|Antonio Diaz|,10062,[]
3825,|Leche|,0,3557158,2006-06-15T07:23:20Z,130552,|Antonio Diaz|,11928,[]
3825,|Leche|,0,3557177,2006-06-15T07:28:02Z,130552,|Antonio Diaz|,11926,['elaboration']
3825,|Leche|,0,3561695,2006-06-15T16:53:00Z,130552,|Antonio Diaz|,11932,"['wikification', 'elaboration']"
3825,|Leche|,0,3561747,2006-06-15T16:58:09Z,130552,|Antonio Diaz|,11941,['vandalism']
3825,|Leche|,0,3561814,2006-06-15T17:03:53Z,130552,|Antonio Diaz|,11949,"['wikification', 'elaboration']"
3825,|Leche|,0,3562038,2006-06-15T17:23:23Z,130552,|Antonio Diaz|,12211,[]
3825,|Leche|,0,3562173,2006-06-15T17:38:19Z,130552,|Antonio Diaz|,12655,['copy-editing']
3825,|Leche|,0,3609259,2006-06-19T20:45:32Z,201.242.59.189,Anonymous,12660,[]
3825,|Leche|,0,3609304,2006-06-19T20:50:10Z,201.242.59.189,Anonymous,12677,['wikification']
3825,|Leche|,0,3615949,2006-06-20T11:22:59Z,42374,|Yrbot|,12689,['copy-editing']
3825,|Leche|,0,3616135,2006-06-20T11:49:01Z,31261,|JMPerez|,12655,"['wikification', 'elaboration']"
3825,|Leche|,0,3670676,2006-06-25T02:38:00Z,93153,|CEM-bot|,12657,"['wikification', 'elaboration']"
3825,|Leche|,0,3716981,2006-06-28T17:39:43Z,48866,|Lin linao|,13102,['wikification']
3825,|Leche|,0,3734607,2006-06-30T00:40:49Z,201.137.1.192,Anonymous,0,['wikification']
3825,|Leche|,0,3737152,2006-06-30T07:11:18Z,31261,|JMPerez|,13102,"['wikification', 'elaboration']"
3825,|Leche|,0,3748969,2006-07-01T10:00:47Z,130552,|Antonio Diaz|,13085,['verifiability']
3825,|Leche|,0,3750216,2006-07-01T12:54:20Z,13770,|Dodo|,13097,['refactoring']
3825,|Leche|,0,3835083,2006-07-09T03:37:53Z,175810,|Ave Fénix|,13516,['elaboration']
3825,|Leche|,0,3981201,2006-07-21T13:30:53Z,93153,|CEM-bot|,13515,[]
3825,|Leche|,0,4082212,2006-07-28T13:28:43Z,124333,|Rosarinagazo|,13479,['fact-update']
3825,|Leche|,0,4082269,2006-07-28T13:35:50Z,124333,|Rosarinagazo|,13807,['wikification']
3825,|Leche|,0,4082275,2006-07-28T13:36:38Z,124333,|Rosarinagazo|,13802,['wikification']
3825,|Leche|,0,4082287,2006-07-28T13:37:41Z,124333,|Rosarinagazo|,13804,['wikification']
3825,|Leche|,0,4154007,2006-08-03T11:47:35Z,130552,|Antonio Diaz|,13477,['wikification']
3825,|Leche|,0,4154098,2006-08-03T12:04:55Z,130552,|Antonio Diaz|,13487,['wikification']
3825,|Leche|,0,4204509,2006-08-07T23:08:03Z,200.6.100.10,Anonymous,13486,[]
3825,|Leche|,0,4239801,2006-08-10T22:02:27Z,125446,|PayoMalayo|,13490,['wikification']
3825,|Leche|,0,4455099,2006-08-27T02:08:10Z,190.40.129.129,Anonymous,13494,[]
3825,|Leche|,0,4609736,2006-09-06T21:50:20Z,200.21.204.115,Anonymous,13312,"['wikification', 'elaboration']"
3825,|Leche|,0,4609947,2006-09-06T22:04:59Z,80.34.23.171,Anonymous,13189,"['wikification', 'elaboration']"
3825,|Leche|,0,4619407,2006-09-07T15:09:01Z,200.31.207.230,Anonymous,13192,['wikification']
3825,|Leche|,0,4975109,2006-10-03T19:14:12Z,82.130.166.118,Anonymous,13184,[]
3825,|Leche|,0,5303934,2006-10-26T19:09:26Z,200.122.200.17,Anonymous,13213,"['copy-editing', 'wikification']"
3825,|Leche|,0,5303951,2006-10-26T19:10:21Z,200.122.200.17,Anonymous,13242,['wikification']
3825,|Leche|,0,5303967,2006-10-26T19:11:12Z,200.122.200.17,Anonymous,13337,['wikification']
3825,|Leche|,0,5303978,2006-10-26T19:12:10Z,200.122.200.17,Anonymous,13434,['elaboration']
3825,|Leche|,0,5304005,2006-10-26T19:13:29Z,200.122.200.17,Anonymous,13425,[]
3825,|Leche|,0,5304012,2006-10-26T19:13:55Z,200.122.200.17,Anonymous,13425,[]
3825,|Leche|,0,5304022,2006-10-26T19:14:33Z,200.122.200.17,Anonymous,13184,"['copy-editing', 'wikification']"
3825,|Leche|,0,5364648,2006-10-31T05:38:44Z,84.156.83.132,Anonymous,13218,"['fact-update', 'refactoring', 'wikification']"
3825,|Leche|,0,5365817,2006-10-31T09:55:36Z,84.156.115.115,Anonymous,13217,[]
3825,|Leche|,0,5365820,2006-10-31T09:56:22Z,84.156.115.115,Anonymous,13188,['elaboration']
3825,|Leche|,0,5412644,2006-11-03T02:24:32Z,79904,|Alfredobi|,13215,"['wikification', 'elaboration']"
3825,|Leche|,0,5472941,2006-11-07T03:28:17Z,200.114.169.142,Anonymous,13419,['elaboration']
3825,|Leche|,0,5472957,2006-11-07T03:29:37Z,94703,|333|,13215,['wikification']
3825,|Leche|,0,5495766,2006-11-08T18:01:32Z,201.228.110.235,Anonymous,12986,['wikification']
3825,|Leche|,0,5496079,2006-11-08T18:21:13Z,206.105.68.27,Anonymous,12315,['wikification']
3825,|Leche|,0,5496271,2006-11-08T18:36:00Z,38723,|Alhen|,12986,['wikification']
3825,|Leche|,0,5504464,2006-11-09T03:41:24Z,177261,|Mecv~eswiki|,12985,"['wikification', 'elaboration']"
3825,|Leche|,0,5514640,2006-11-09T22:18:56Z,200.56.117.170,Anonymous,12986,['elaboration']
3825,|Leche|,0,5525858,2006-11-10T19:59:33Z,130552,|Antonio Diaz|,14923,['copy-editing']
3825,|Leche|,0,5525996,2006-11-10T20:09:19Z,130552,|Antonio Diaz|,14940,['elaboration']
3825,|Leche|,0,5526074,2006-11-10T20:14:32Z,130552,|Antonio Diaz|,14502,['elaboration']
3825,|Leche|,0,5526081,2006-11-10T20:14:51Z,130552,|Antonio Diaz|,14503,"['copy-editing', 'wikification']"
3825,|Leche|,0,5526178,2006-11-10T20:21:05Z,130552,|Antonio Diaz|,12943,['wikification']
3825,|Leche|,0,5526436,2006-11-10T20:39:49Z,130552,|Antonio Diaz|,13641,['copy-editing']
3825,|Leche|,0,5526455,2006-11-10T20:41:43Z,130552,|Antonio Diaz|,13643,['copy-editing']
3825,|Leche|,0,5526478,2006-11-10T20:43:46Z,130552,|Antonio Diaz|,13640,[]
3825,|Leche|,0,5615101,2006-11-16T18:48:58Z,130552,|Antonio Diaz|,13644,[]
3825,|Leche|,0,5669499,2006-11-20T17:09:44Z,130552,|Antonio Diaz|,13614,['copy-editing']
3825,|Leche|,0,5697522,2006-11-22T10:50:38Z,213.96.90.74,Anonymous,13606,"['wikification', 'elaboration']"
3825,|Leche|,0,5900175,2006-12-05T17:48:10Z,233638,|Rdmiguelg|,13890,[]
3825,|Leche|,0,5900434,2006-12-05T18:04:29Z,233638,|Rdmiguelg|,13925,[]
3825,|Leche|,0,5900447,2006-12-05T18:05:12Z,233638,|Rdmiguelg|,13925,"['copy-editing', 'wikification']"
3825,|Leche|,0,5900480,2006-12-05T18:06:31Z,233638,|Rdmiguelg|,13937,['wikification']
3825,|Leche|,0,5900527,2006-12-05T18:09:16Z,233638,|Rdmiguelg|,13938,"['refactoring', 'wikification', 'elaboration']"
3825,|Leche|,0,6039955,2006-12-14T21:39:05Z,200.62.228.227,Anonymous,13937,"['wikification', 'elaboration']"
3825,|Leche|,0,6039979,2006-12-14T21:40:58Z,200.62.228.227,Anonymous,13998,['copy-editing']
3825,|Leche|,0,6106807,2006-12-19T13:18:28Z,178267,|Nomemires|,14178,['elaboration']
3825,|Leche|,0,6189315,2006-12-25T13:07:49Z,93153,|CEM-bot|,14226,"['wikification', 'elaboration']"
3825,|Leche|,0,6310447,2007-01-03T16:56:14Z,189.163.111.152,Anonymous,10644,['elaboration']
3825,|Leche|,0,6310484,2007-01-03T16:58:36Z,30411,|Airunp|,14226,[]
3825,|Leche|,0,6342004,2007-01-05T18:01:14Z,200.71.170.1,Anonymous,14232,"['wikification', 'elaboration']"
3825,|Leche|,0,6342044,2007-01-05T18:04:48Z,200.71.170.1,Anonymous,14251,[]
3825,|Leche|,0,6342064,2007-01-05T18:05:48Z,200.71.170.1,Anonymous,14232,"['wikification', 'elaboration']"
3825,|Leche|,0,6351852,2007-01-06T13:03:56Z,27820,|Boticario|,14170,"['refactoring', 'elaboration']"
3825,|Leche|,0,6492233,2007-01-16T08:32:51Z,176591,|Botones|,14185,"['wikification', 'elaboration']"
3825,|Leche|,0,6533162,2007-01-18T22:10:37Z,35699,|DailosTamanca|,14513,"['wikification', 'elaboration']"
3825,|Leche|,0,6543317,2007-01-19T18:14:09Z,263064,|Chabbot|,14505,"['wikification', 'elaboration', 'process']"
3825,|Leche|,0,6571430,2007-01-21T07:48:29Z,201.222.238.147,Anonymous,14374,"['wikification', 'elaboration', 'process']"
3825,|Leche|,0,6571435,2007-01-21T07:49:32Z,201.222.238.147,Anonymous,14203,['process']
3825,|Leche|,0,6571437,2007-01-21T07:50:29Z,201.222.238.147,Anonymous,10599,[]
3825,|Leche|,0,6571440,2007-01-21T07:50:58Z,201.222.238.147,Anonymous,9292,[]
3825,|Leche|,0,6571443,2007-01-21T07:51:31Z,201.222.238.147,Anonymous,8341,['elaboration']
3825,|Leche|,0,6571447,2007-01-21T07:52:14Z,201.222.238.147,Anonymous,5557,['wikification']
3825,|Leche|,0,6571449,2007-01-21T07:52:36Z,201.222.238.147,Anonymous,4112,['copy-editing']
3825,|Leche|,0,6571450,2007-01-21T07:52:41Z,138824,|FrancoGG|,14505,['wikification']
3825,|Leche|,0,6571457,2007-01-21T07:53:54Z,201.222.238.147,Anonymous,14195,['process']
3825,|Leche|,0,6571460,2007-01-21T07:54:26Z,138824,|FrancoGG|,14505,['process']
3825,|Leche|,0,6595505,2007-01-22T08:30:54Z,81.37.200.233,Anonymous,200983,"['wikification', 'elaboration']"
