page_id,page_title,page_ns,revision_id,timestamp,contributor_id,contributor_name,bytes,intentionality
198561,|Bifaz|,0,1377358,2005-09-25T09:28:53Z,80.58.21.107,Anonymous,112,"['vandalism', 'elaboration']"
198561,|Bifaz|,0,1389102,2005-09-27T15:05:37Z,28445,|Findeton|,152,['wikification']
198561,|Bifaz|,0,1390978,2005-09-27T20:58:53Z,85.137.55.243,Anonymous,166,[]
198561,|Bifaz|,0,1668322,2005-11-17T16:17:54Z,85.49.193.46,Anonymous,171,['vandalism']
198561,|Bifaz|,0,1668324,2005-11-17T16:18:11Z,85.49.193.46,Anonymous,166,[]
198561,|Bifaz|,0,2206104,2006-02-01T23:51:50Z,86152,|Locutus Borg|,205,[]
198561,|Bifaz|,0,3101805,2006-05-07T10:35:45Z,44399,|BOTijo|,226,['process']
198561,|Bifaz|,0,3105101,2006-05-07T17:12:37Z,13770,|Dodo|,227,['wikification']
198561,|Bifaz|,0,3105108,2006-05-07T17:13:17Z,13770,|Dodo|,256,[]
198561,|Bifaz|,0,3146387,2006-05-11T17:31:36Z,86152,|Locutus Borg|,305,['wikification']
198561,|Bifaz|,0,4492637,2006-08-29T15:58:11Z,86152,|Locutus Borg|,332,['wikification']
198561,|Bifaz|,0,4545637,2006-09-02T02:12:59Z,86152,|Locutus Borg|,2585,"['refactoring', 'wikification', 'elaboration']"
198561,|Bifaz|,0,4545680,2006-09-02T02:17:07Z,86152,|Locutus Borg|,2585,['copy-editing']
198561,|Bifaz|,0,4548248,2006-09-02T10:30:54Z,86152,|Locutus Borg|,2711,['elaboration']
198561,|Bifaz|,0,4548544,2006-09-02T11:15:52Z,86152,|Locutus Borg|,3872,"['wikification', 'elaboration']"
198561,|Bifaz|,0,4548887,2006-09-02T11:59:36Z,86152,|Locutus Borg|,3872,['copy-editing']
198561,|Bifaz|,0,4548892,2006-09-02T12:00:00Z,86152,|Locutus Borg|,3873,['copy-editing']
198561,|Bifaz|,0,4548904,2006-09-02T12:01:30Z,86152,|Locutus Borg|,3873,['copy-editing']
198561,|Bifaz|,0,4818390,2006-09-22T16:52:13Z,168.221.143.100,Anonymous,4268,['elaboration']
198561,|Bifaz|,0,4821428,2006-09-22T20:54:00Z,86152,|Locutus Borg|,4291,"['refactoring', 'wikification']"
198561,|Bifaz|,0,5012480,2006-10-06T13:47:44Z,65.9.54.83,Anonymous,4338,[]
198561,|Bifaz|,0,5016909,2006-10-06T20:33:40Z,86152,|Locutus Borg|,4362,[]
198561,|Bifaz|,0,5017006,2006-10-06T20:42:17Z,86152,|Locutus Borg|,4737,"['refactoring', 'wikification', 'elaboration']"
198561,|Bifaz|,0,5049144,2006-10-09T08:21:03Z,86152,|Locutus Borg|,5524,['elaboration']
198561,|Bifaz|,0,5049180,2006-10-09T08:27:56Z,86152,|Locutus Borg|,5693,"['wikification', 'elaboration']"
198561,|Bifaz|,0,5143356,2006-10-15T19:29:32Z,45341,|Dark512|,5707,[]
198561,|Bifaz|,0,5387424,2006-11-01T19:53:07Z,237282,|Darkito512|,5692,['wikification']
198561,|Bifaz|,0,5458046,2006-11-06T05:13:19Z,105148,|Alexav8|,5692,[]
198561,|Bifaz|,0,5883354,2006-12-04T17:47:14Z,86152,|Locutus Borg|,5742,"['wikification', 'elaboration']"
198561,|Bifaz|,0,6173900,2006-12-24T01:28:34Z,86152,|Locutus Borg|,5778,['wikification']
198561,|Bifaz|,0,6173918,2006-12-24T01:29:47Z,86152,|Locutus Borg|,5776,[]
198561,|Bifaz|,0,6410233,2007-01-10T16:11:34Z,86152,|Locutus Borg|,5776,['wikification']
198561,|Bifaz|,0,6560165,2007-01-20T19:10:56Z,106196,|Chabacano|,5798,"['wikification', 'process']"
198561,|Bifaz|,0,6791973,2007-02-02T16:35:04Z,86152,|Locutus Borg|,92120,['wikification']
198561,|Bifaz|,0,6794569,2007-02-02T19:06:51Z,13770,|Dodo|,91836,['wikification']
198561,|Bifaz|,0,6794820,2007-02-02T19:20:34Z,28943,|Petronas|,91836,['fact-update']
198561,|Bifaz|,0,6799041,2007-02-02T23:18:51Z,86152,|Locutus Borg|,91938,['verifiability']
198561,|Bifaz|,0,6802517,2007-02-03T03:20:22Z,86152,|Locutus Borg|,91941,[]
198561,|Bifaz|,0,6806793,2007-02-03T13:56:55Z,86152,|Locutus Borg|,91919,[]
198561,|Bifaz|,0,6807013,2007-02-03T14:18:14Z,86152,|Locutus Borg|,91921,[]
198561,|Bifaz|,0,6807022,2007-02-03T14:19:26Z,86152,|Locutus Borg|,91921,[]
198561,|Bifaz|,0,6807078,2007-02-03T14:23:57Z,86152,|Locutus Borg|,91922,[]
198561,|Bifaz|,0,6807113,2007-02-03T14:26:37Z,86152,|Locutus Borg|,91926,[]
198561,|Bifaz|,0,6807212,2007-02-03T14:34:05Z,86152,|Locutus Borg|,91927,[]
198561,|Bifaz|,0,6807283,2007-02-03T14:41:08Z,86152,|Locutus Borg|,91930,[]
198561,|Bifaz|,0,6807304,2007-02-03T14:43:57Z,86152,|Locutus Borg|,91928,[]
198561,|Bifaz|,0,6807331,2007-02-03T14:46:26Z,86152,|Locutus Borg|,91929,[]
198561,|Bifaz|,0,6807362,2007-02-03T14:49:09Z,86152,|Locutus Borg|,91926,[]
198561,|Bifaz|,0,6807570,2007-02-03T15:07:00Z,86152,|Locutus Borg|,91939,[]
198561,|Bifaz|,0,6807626,2007-02-03T15:11:45Z,86152,|Locutus Borg|,91938,[]
198561,|Bifaz|,0,6825746,2007-02-04T18:18:33Z,86152,|Locutus Borg|,102315,"['wikification', 'elaboration']"
198561,|Bifaz|,0,6825862,2007-02-04T18:27:07Z,86152,|Locutus Borg|,102460,['wikification']
198561,|Bifaz|,0,6826169,2007-02-04T18:46:31Z,86152,|Locutus Borg|,102460,['copy-editing']
198561,|Bifaz|,0,6828181,2007-02-04T20:54:34Z,28943,|Petronas|,102460,['copy-editing']
198561,|Bifaz|,0,6846097,2007-02-05T21:43:15Z,86152,|Locutus Borg|,102497,['wikification']
198561,|Bifaz|,0,6856056,2007-02-06T12:20:39Z,134234,|Martínhache|,102497,['copy-editing']
198561,|Bifaz|,0,6859800,2007-02-06T16:06:20Z,86152,|Locutus Borg|,102793,['wikification']
198561,|Bifaz|,0,6876697,2007-02-07T13:21:02Z,169235,|Ángel Luis Alfaro|,102826,[]
198561,|Bifaz|,0,6876746,2007-02-07T13:26:18Z,169235,|Ángel Luis Alfaro|,102824,['copy-editing']
198561,|Bifaz|,0,6877262,2007-02-07T14:24:40Z,86152,|Locutus Borg|,102835,[]
198561,|Bifaz|,0,6878854,2007-02-07T16:16:04Z,86152,|Locutus Borg|,102895,['wikification']
198561,|Bifaz|,0,6878998,2007-02-07T16:24:06Z,86152,|Locutus Borg|,102903,['wikification']
198561,|Bifaz|,0,6879059,2007-02-07T16:29:45Z,214907,|Muro de Aguas|,102937,[]
198561,|Bifaz|,0,6885209,2007-02-07T22:11:43Z,93098,|Gizmo II|,102984,[]
198561,|Bifaz|,0,6888672,2007-02-08T01:38:36Z,32187,|Yrithinnd|,102826,['wikification']
198561,|Bifaz|,0,6892250,2007-02-08T09:39:53Z,86152,|Locutus Borg|,102698,"['refactoring', 'wikification']"
198561,|Bifaz|,0,6900097,2007-02-08T19:33:06Z,86152,|Locutus Borg|,104011,"['refactoring', 'wikification', 'elaboration']"
198561,|Bifaz|,0,6901093,2007-02-08T20:16:58Z,86152,|Locutus Borg|,104012,['copy-editing']
198561,|Bifaz|,0,6909472,2007-02-09T09:40:27Z,86152,|Locutus Borg|,104062,['wikification']
