rev_id,labels
268605,0
270675,0
270676,0
297753,0
315615,0
498245,0
666706,0
731695,0
885264,0
1036258,0
1102753,0
1244243,0
1249865,0
1405136,0
1497619,0
1500721,0
1614198,0
1794005,0
1868145,0
1969400,0
2183990,0
2304797,0
2304824,0
2355330,0
2355332,0
2588307,0
2628636,0
2690079,0
2849046,0
3169170,0
3483889,0
3722421,0
3723068,0
3724336,0
3725223,0
3912211,0
4273731,0
4306007,0
4733956,0
4883609,0
5195406,0
5195450,0
5647144,0
5879037,0
6005695,0
6469644,0
6591515,0
6807324,0
6839227,0
6906130,0
7311111,0
7359653,0
7420406,0
7781781,0
7781896,0
7902734,0
7955762,0
7955787,0
7955924,0
7955962,0
7955973,0
7956163,0
7959642,0
7959649,0
7959657,0
7959664,0
7959782,0
7971564,0
7972484,0
8142500,0
8296097,0
8296110,0
8471190,0
9612842,0
9702860,0
10409268,0
10409302,0
10629559,0
10798266,0
10863098,0
10863118,0
10976566,0
10976606,0
10976618,0
11109062,0
11796399,0
12519758,0
12520146,0
12754240,0
13304865,0
13369761,0
13418149,0
13689003,0
13865915,0
14803144,0
14839601,0
14912235,0
15812677,0
15991132,0
16121300,0
16140733,0
16263312,0
17133643,0
17205848,0
17549928,0
18238284,0
18890547,0
20986071,0
21316934,0
21702258,0
22324708,0
22370067,0
22848684,0
24316414,0
25639812,0
26640839,0
27358222,0
28119946,0
28827690,0
29325132,0
29683086,0
29832287,0
30034730,0
30034806,0
30115480,0
30721789,0
31149944,0
31223954,0
31277899,0
31552802,0
32411770,0
32590083,0
32593240,0
32593305,0
32593379,0
32593551,0
32593971,0
32594095,0
32594130,0
32594141,0
32670793,0
32671795,0
32678806,0
32678848,0
32679093,0
32679101,0
32679252,0
32679256,0
32679281,0
32679371,0
32679468,0
32680591,0
32680616,0
32680708,0
32685573,0
32686322,0
32686818,0
32686914,0
32693348,0
32693609,0
32694044,0
32703430,0
32703459,0
32703545,0
32703577,0
32703646,0
32703701,0
32703705,0
32703719,0
32703768,0
32704132,0
32704279,0
32704794,0
32705146,0
32705189,0
32705217,0
32705503,0
32709982,0
32710170,0
32710468,0
32710619,0
32711222,0
32711468,0
32711543,0
32711758,0
32712333,0
32712429,0
32726148,0
32726274,0
32727378,0
32727761,0
32727876,0
32727952,0
32731528,0
32734039,0
32734881,0
32734956,0
32734969,0
32735036,0
32735040,0
32735096,0
32735177,0
32735307,0
32735345,0
32735349,0
32735365,0
32735391,0
32735408,0
32735454,0
32735468,0
32735481,0
32735503,0
32735528,0
32735580,0
32735609,0
32735728,0
32735802,0
32735867,0
32735888,0
32735967,0
32743456,0
32803485,0
32803763,0
32803806,0
32803932,0
32806100,0
32808552,0
32824441,0
32858577,0
32872825,0
32873437,0
32873594,0
32873834,0
32874686,0
32874747,0
32877790,0
32878230,0
32879185,0
32881604,0
32882000,0
