rev_id,labels
145369,0
145370,0
145639,0
159694,0
191666,0
191677,0
223764,0
223780,0
223766,0
234104,0
236002,0
234105,0
297260,0
255717,0
255719,0
255776,0
255821,0
439841,0
341203,0
370243,0
439816,0
439821,0
439832,0
440022,0
439851,0
616994,0
441810,0
441820,0
442411,0
461858,0
461894,0
482322,0
490324,0
490325,0
551841,0
591344,0
591367,0
600296,0
612710,0
612739,0
626187,0
617019,0
658558,0
631226,0
646659,0
658550,0
658576,0
658562,0
658563,0
658568,0
878786,0
666175,0
672905,0
672936,0
725097,0
731505,0
774861,0
776966,0
776971,0
776982,0
780520,0
784291,0
784326,0
825658,0
825698,0
867814,0
959899,0
1021348,0
1021357,0
1078182,0
1090376,0
1090379,0
1183064,0
1200448,0
1325098,0
1341673,0
1403111,0
1414083,0
1571799,0
1571800,0
1575449,0
1781673,0
1803099,0
1893241,0
1901075,0
2028256,0
2031904,0
2038648,0
2146292,0
2162882,0
2178285,0
2179613,0
2186341,0
2186363,0
2195588,0
2195596,0
2318474,0
2318476,0
2318478,0
2318484,0
2318856,0
2404352,0
2857362,0
3016909,0
3027460,0
3030117,0
3030119,0
3034863,0
3085777,0
3095787,0
3097647,0
3097686,0
3100550,0
3100596,0
3106283,0
3110654,0
3111150,0
3115925,0
3116001,0
3116677,0
3121422,0
3164968,0
3238283,0
3268692,0
3296582,0
3296593,0
3296602,0
3296619,0
3483138,0
3540225,0
3560451,0
3628341,0
3628344,0
3745314,0
3745327,0
3751955,0
3755852,0
3755857,0
3924919,0
3975098,0
3975103,0
3975678,0
4004476,0
4041634,0
4100645,0
4100697,0
4100727,0
4100733,0
4101013,0
4215643,0
4231948,0
4259615,0
4259632,0
4359456,0
4580561,0
4581529,0
4667838,0
4668793,0
4816370,0
4817002,0
4819120,0
4867573,0
4915727,0
4915787,0
4925049,0
4984133,0
5075683,0
5075989,0
5353647,0
5377223,0
5390453,0
5482402,0
5482438,0
5482459,0
5483010,0
5500928,0
5516086,0
5516706,0
5516720,0
5516744,0
5516830,0
5516870,0
5517356,0
5517489,0
5528419,0
5528961,0
5701031,0
5703493,0
5709320,0
5709493,0
5729510,0
5767829,0
5848788,0
5929855,0
5929941,0
5929966,0
6000986,0
6003849,0
6127559,0
6163508,0
6207826,0
6308292,0
6347415,0
6354828,0
6545729,0
6622947,0
6670944,0
6804793,0
7008542,0
7010646,0
7023252,0
7055910,0
7231274,0
7231330,0
7231469,0
7257400,0
7635483,0
7635492,0
7647519,0
7647528,0
7781332,0
7796158,0
7798323,0
7902104,0
8247973,0
8247990,0
8249301,0
8252209,0
8252224,0
8252243,0
8305567,0
8305588,0
8399545,0
8413266,0
8413317,0
8413391,0
8413447,0
8415215,0
8497450,0
8555097,0
8569472,0
8580445,0
8580548,0
8614483,0
8615658,0
8635935,0
8642233,0
8642310,0
8642412,0
8717586,0
8717662,0
8748389,0
8822905,0
8827300,0
8853634,0
8871136,0
8871299,0
8871317,0
8971254,0
9505318,0
9505364,0
9505382,0
9603384,0
9609302,0
9654508,0
9675176,0
9675335,0
9690072,0
9690537,0
9690557,0
9690653,0
9691374,0
9691418,0
9691466,0
9691480,0
9837201,0
9837206,0
9837221,0
9900843,0
9941902,0
9965324,0
9965334,0
10022704,0
10022748,0
10517041,0
10521140,0
10642856,0
10710759,0
10797528,0
10885058,0
10885063,0
10936531,0
10938694,0
10938721,0
10938749,0
11002986,0
11060498,0
11062500,0
11095567,0
11099842,0
11120860,0
11120885,0
11121241,0
11128494,0
11211654,0
11211713,0
11211954,0
11237213,0
11237418,0
11276635,0
11277494,0
11279687,0
11279958,0
11280053,0
11296177,0
11326864,0
11326877,0
11327285,0
11327299,0
11353919,0
11517194,0
11517206,0
11579243,0
11579279,0
11579291,0
11579321,0
11611997,0
11612136,0
11612161,0
11612170,0
11612271,0
11612467,0
11630083,0
11630099,0
11630107,0
11630112,0
11630117,0
11630124,0
11630134,0
11630142,0
11630144,0
11630154,0
11630161,0
11630166,0
11635114,0
11635148,0
11643861,0
11651764,0
11684834,0
11684880,0
11684936,0
11690981,0
