rev_id,labels
161,0
6683,0
6684,0
8788,0
8799,0
9088,0
18222,0
18226,0
18227,0
18228,0
18229,0
18344,0
18345,0
18411,0
20339,0
21491,0
22120,0
26211,0
28693,0
30453,0
232828,0
32516,0
37377,0
39878,0
40097,0
53248,0
59179,0
65411,0
75103,0
75140,0
75150,0
75377,0
75379,0
75641,0
76354,0
76356,0
76357,0
76361,0
76402,0
76405,0
76478,0
76479,0
76702,0
77031,0
77407,0
77412,0
77612,0
77613,0
77747,0
77961,0
79268,0
81000,0
81001,0
81004,0
81631,0
81876,0
81877,0
81882,0
81895,0
84006,0
84085,0
84087,0
84093,0
86334,0
86340,0
86657,0
88848,0
88849,0
88854,0
89413,0
90128,0
90164,0
92393,0
105029,0
105487,0
108593,0
108595,0
109623,0
110214,0
110219,0
112556,0
112560,0
115119,0
115121,0
115128,0
124636,0
125025,0
125108,0
130464,0
131081,0
137894,0
140267,0
146647,0
148658,0
161899,0
163013,0
170693,0
177189,0
177963,0
179653,0
179655,0
179657,0
179863,0
209016,0
260378,0
553142,0
280645,0
281026,0
286197,0
304600,0
323787,0
335930,0
425942,0
429872,0
467508,0
472624,0
508476,0
512445,0
512725,0
539926,0
563815,0
553156,0
553164,0
553166,0
553169,0
625048,0
563822,0
665817,0
625049,0
687400,0
672157,0
672160,0
679556,0
681089,0
681092,0
681194,0
689977,0
687411,0
687402,0
687415,0
687422,0
687428,0
687429,0
841630,0
697787,0
697812,0
731388,0
747674,0
747759,0
767064,0
767081,0
819643,0
826401,0
828787,0
834254,0
970758,0
993527,0
1013954,0
1059450,0
1065368,0
1077843,0
1193363,0
1212574,0
1242628,0
1242635,0
1243412,0
1252097,0
1270068,0
1270075,0
1276454,0
1276458,0
1318627,0
1341687,0
1342202,0
1345776,0
1383205,0
1405634,0
1424461,0
1424503,0
1424546,0
1424637,0
1424640,0
1424642,0
1424658,0
1425708,0
1425713,0
1425754,0
1436750,0
1443944,0
1444040,0
1473542,0
1490701,0
1492323,0
1498162,0
1500119,0
1515860,0
1528996,0
1530203,0
1530235,0
1540403,0
1540782,0
1541879,0
1556242,0
1578160,0
1578168,0
1578195,0
1607657,0
1637687,0
1638600,0
1638624,0
1638648,0
1638661,0
1638669,0
1638678,0
