rev_id,labels
7778,0
7883,0
22507,0
38407,0
42101,0
64983,0
65016,0
65020,0
65022,0
88544,0
88545,0
104022,0
123529,0
165948,0
176755,0
176784,0
176970,0
228519,0
279533,0
351971,0
447839,0
457352,0
597524,0
648670,0
670540,0
700940,0
746921,0
768022,0
801828,0
801916,0
837211,0
948980,0
984199,0
1158037,0
1168973,0
1203152,0
1213840,0
1217232,0
1246461,0
1999120,0
2183500,0
2241912,0
2377176,0
2377190,0
2430966,0
2551209,0
2551236,0
3401745,0
3401812,0
3411530,0
3411543,0
3423061,0
3423249,0
3423444,0
3423512,0
3423693,0
3423796,0
3423944,0
3423963,0
3423983,0
3423997,0
3424344,0
3424442,0
3424835,0
3473500,0
3475630,0
3475864,0
3475884,0
3475944,0
3499124,0
3499146,0
3520790,0
3526674,0
3550227,0
3550325,0
3550499,0
3550814,0
3557158,0
3557177,0
3561695,0
3561747,0
3561814,0
3562038,0
3562173,0
3609259,0
3609304,0
3615949,0
3616135,0
3670676,0
3716981,0
3734607,0
3737152,0
3748969,0
3750216,0
3835083,0
3981201,0
4082212,0
4082269,0
4082275,0
4082287,0
4154007,0
4154098,0
4204509,0
4239801,0
4455099,0
4609736,0
4609947,0
4619407,0
4975109,0
5303934,0
5303951,0
5303967,0
5303978,0
5304005,0
5304012,0
5304022,0
5364648,0
5365817,0
5365820,0
5412644,0
5472941,0
5472957,0
5495766,0
5496079,0
5496271,0
5504464,0
5514640,0
5525858,0
5525996,0
5526074,0
5526081,0
5526178,0
5526436,0
5526455,0
5526478,0
5615101,0
5669499,0
5697522,0
5900175,0
5900434,0
5900447,0
5900480,0
5900527,0
6039955,0
6039979,0
6106807,0
6189315,0
6310447,0
6310484,0
6342004,0
6342044,0
6342064,0
6351852,0
6492233,0
6533162,0
6543317,0
6571430,0
6571435,0
6571437,0
6571440,0
6571443,0
6571447,0
6571449,0
6571450,0
6571457,0
6571460,0
6595505,0
6595587,0
6734462,0
6734483,0
6753951,0
6959186,0
6959195,0
6959279,0
7070314,0
7084727,0
7164705,0
7275790,0
7334838,0
7334850,0
7334861,0
7334913,0
7334975,0
7334989,0
7335045,0
7335185,0
7335192,0
7335237,0
7652596,0
7705794,0
7705846,0
7753768,0
7800813,0
7801830,0
7836844,0
7836865,0
7836885,0
7836919,0
7836950,0
7840598,0
7840776,0
7845242,0
7883279,0
7883299,0
8039855,0
8040743,0
8040747,0
8209596,0
8323156,0
8357968,0
8363379,0
8471689,0
8489861,0
8489862,0
8489924,0
8489925,0
8559137,0
8559271,0
8569263,0
8622660,0
8622859,0
8626715,0
8693753,0
8695422,0
8695592,0
8695690,0
8695703,0
8696090,0
8696149,0
8696185,0
8741873,0
8741892,0
8742234,0
8742249,0
8752419,0
8752644,0
8752689,0
8753053,0
8753154,0
8753766,0
8818498,0
8835007,0
8838279,0
8842931,0
8987946,0
8987994,0
8988021,0
8988026,0
8988030,0
8988054,0
8992099,0
9086623,0
9086743,0
9086758,0
9086797,0
9087121,0
9087311,0
9087321,0
9111566,0
9176879,0
9179006,0
9223642,0
9244015,0
9353920,0
9384922,0
9481300,0
9481329,0
9481373,0
9557669,0
9557671,0
9570535,0
9652128,0
9674432,0
9674650,0
9863913,0
9920820,0
9968032,0
10033844,0
10061387,0
10152351,0
10152374,0
10152919,0
10153026,0
10153036,0
10153066,0
10200313,0
10200438,0
10266946,0
10266951,0
10359377,0
10418728,0
10418756,0
10433278,0
10465029,0
10485749,0
10502662,0
10502750,0
10502985,0
10503115,0
