rev_id,labels
126827,0
126830,0
127368,0
165453,0
251659,0
265983,0
269778,0
316534,0
345320,0
348921,0
350573,0
350575,0
401128,0
401130,0
410420,0
416928,0
517493,0
605779,0
605790,0
605939,0
605999,0
666015,0
864328,0
969649,0
975839,0
975844,0
975850,0
1007498,0
1030839,0
1059975,0
1068480,0
1125611,0
1129161,0
1159078,0
1189571,0
1189633,0
1189647,0
1229010,0
1229018,0
1265304,0
1269068,0
1428579,0
1595552,0
1595576,0
1716401,0
1724936,0
1857363,0
1947172,0
1974052,0
1987134,0
2052740,0
2052770,0
2052777,0
2052805,0
2052806,0
2052821,0
2052825,0
2052888,0
2052960,0
2052965,0
2052966,0
2052983,0
2052993,0
2053039,0
2053068,0
2053071,0
2053079,0
2053168,0
2053170,0
2053173,0
2053176,0
2057660,0
2057670,0
2057682,0
2057748,0
2058993,0
2059779,0
2067491,0
2132203,0
2143461,0
2143473,0
2143506,0
2150173,0
2150206,0
2150214,0
2152070,0
2153177,0
2153265,0
2166387,0
2166448,0
2166470,0
2166679,0
2181771,0
2218672,0
2290590,0
2332532,0
2332541,0
2332574,0
2332622,0
2333004,0
2396081,0
2396104,0
2401201,0
2401225,0
2452368,0
2471888,0
2473959,0
2473965,0
2495892,0
2499260,0
2499510,0
2499595,0
2499609,0
2499723,0
2553997,0
2557283,0
2744845,0
2744862,0
2744943,0
2745319,0
2778619,0
2843875,0
2850714,0
2855478,0
2878052,0
2878601,0
2878605,0
2878650,0
2878883,0
2878894,0
2888352,0
2926553,0
2943049,0
2952725,0
2952765,0
2953037,0
2953820,0
2954130,0
2954416,0
2954426,0
2954436,0
2954493,0
2954708,0
2954771,0
2954816,0
2957535,0
2957560,0
2957640,0
2963859,0
2986913,0
3003160,0
3004010,0
3004014,0
3004026,0
3039964,0
3042249,0
3046309,0
3093158,0
3096467,0
3096678,0
3115017,0
3172067,0
3172771,0
3193974,0
3206927,0
3285205,0
3286351,0
3293303,0
3293445,0
3307634,0
3331749,0
3358949,0
3358956,0
3460011,0
3460035,0
3463924,0
3540505,0
3540528,0
3540570,0
3561262,0
3629492,0
3633849,0
3633854,0
3633890,0
3644939,0
3684509,0
3684549,0
3723775,0
3735907,0
3740345,0
3785557,0
3789182,0
3789206,0
3789607,0
3814133,0
3814141,0
3851718,0
3851745,0
3851763,0
3853700,0
3861668,0
3874133,0
3874149,0
3874178,0
3874231,0
3874233,0
3972919,0
3972923,0
3974574,0
3978622,0
3978628,0
3978633,0
4019567,0
4056248,0
4075223,0
4077652,0
4077659,0
4081949,0
4087600,0
4088991,0
4111176,0
4111283,0
4111286,0
4118403,0
4131335,0
4170254,0
4170267,0
4170273,0
4182489,0
4182825,0
4221473,0
4224597,0
4225442,0
4225483,0
4229672,0
4229676,0
4261753,0
4283289,0
4293324,0
4311239,0
4311260,0
4325872,0
4343530,0
4344315,0
4346848,0
4346885,0
4348912,0
4378029,0
4382172,0
4403531,0
4455364,0
4455369,0
4456242,0
4487201,0
4494015,0
4494028,0
4497875,0
4497902,0
4498058,0
4498086,0
4498105,0
4502509,0
4502513,0
4502539,0
4508994,0
4526668,0
4528628,0
4545960,0
4546066,0
4575856,0
4575915,0
4576035,0
4603687,0
4603708,0
4603712,0
4619982,0
4620011,0
4620015,0
4620032,0
4620081,0
4631812,0
4651073,0
4657695,0
4657701,0
4672646,0
4672702,0
4672720,0
4672743,0
4672831,0
4672871,0
4675337,0
4677042,0
4710398,0
4725207,0
4732445,0
4735665,0
4738659,0
4738672,0
4753189,0
4753243,0
4755683,0
4755724,0
4755920,0
4757085,0
4836906,0
4847307,0
4847475,0
4847489,0
4847500,0
4849167,0
4849418,0
4853946,0
4853951,0
4853953,0
4864716,0
4905163,0
4907627,0
4908715,0
4923069,0
4927555,0
4927861,0
4927873,0
4932513,0
4939566,0
4947153,0
4964672,0
4977673,0
4977786,0
5014245,0
5014249,0
5014255,0
5026490,0
5033218,0
5086269,0
5086402,0
5086435,0
5086477,0
5086532,0
5086591,0
5102706,0
5199338,0
5202479,0
5205335,0
5205359,0
5205501,0
5205502,0
5207612,0
5283165,0
5305463,0
5313411,0
5313967,0
5319670,0
5320728,0
5324018,0
5354144,0
5354154,0
5354155,0
5356460,0
5356705,0
5360514,0
5366791,0
5368477,0
5382788,0
5382838,0
5382911,0
5383011,0
5383084,0
5383113,0
5393626,0
5398358,0
5398395,0
5398430,0
5398442,0
5405145,0
5405189,0
5405221,0
5405256,0
5406755,0
5406837,0
5423334,0
5428053,0
5428068,0
5428091,0
5428131,0
5428208,0
5428237,0
5432459,0
5432474,0
5432478,0
5446549,0
5449025,0
5449039,0
5460282,0
5461363,0
5461401,0
5462828,0
5484815,0
5487033,0
5509821,0
5511169,0
5514601,0
5583046,0
5583063,0
5583070,0
5588771,0
5594948,0
5645596,0
5648847,0
5751799,0
5751825,0
5751846,0
5754749,0
5764715,0
5776212,0
5776225,0
5776265,0
5776283,0
5784943,0
5786136,0
5790722,0
5790757,0
5795128,0
5820482,0
5820606,0
5878893,0
5892855,0
5892858,0
5901286,0
5904743,0
5913375,0
5913865,0
5913872,0
5913879,0
5916451,0
5928664,0
5929070,0
5929311,0
5929490,0
5961686,0
6012824,0
6023908,0
6040520,0
6052974,0
6053014,0
6053546,0
6056991,0
6057357,0
6058045,0
6058052,0
6058079,0
6058101,0
6070248,0
6074758,0
6106967,0
6107182,0
6107578,0
6119245,0
6127381,0
6127398,0
6128461,0
6132937,0
6132948,0
6132955,0
6132962,0
6132980,0
6132985,0
6133048,0
6133066,0
6133093,0
6133168,0
6133180,0
6133686,0
6133715,0
6140142,0
6140357,0
6140730,0
6140776,0
6140976,0
6142042,0
6155428,0
6155661,0
6155706,0
6155863,0
6160678,0
6173339,0
6180327,0
6182737,0
6182764,0
6186893,0
6226738,0
6231342,0
6231390,0
6231399,0
6241802,0
