page_id,page_title,page_ns,revision_id,timestamp,contributor_id,contributor_name,bytes,intentionality
69125,|Angkor Wat|,0,268605,2004-09-24T02:34:43Z,201.129.57.132,Anonymous,142,[]
69125,|Angkor Wat|,0,270675,2004-09-26T01:18:34Z,18218,|Dianai|,493,"['wikification', 'elaboration']"
69125,|Angkor Wat|,0,270676,2004-09-28T03:44:33Z,14862,|Ascánder|,1261,"['wikification', 'elaboration']"
69125,|Angkor Wat|,0,297753,2004-09-28T03:45:36Z,14862,|Ascánder|,1282,['wikification']
69125,|Angkor Wat|,0,315615,2004-10-19T01:06:51Z,15011,|Sms|,1390,['wikification']
69125,|Angkor Wat|,0,498245,2004-10-27T22:01:25Z,15011,|Sms|,1408,['wikification']
69125,|Angkor Wat|,0,666706,2005-02-24T11:10:41Z,10295,|Waerth|,1435,['wikification']
69125,|Angkor Wat|,0,731695,2005-05-13T22:14:49Z,32751,|Rembiapo pohyiete (bot)|,1558,"['wikification', 'elaboration']"
69125,|Angkor Wat|,0,885264,2005-06-02T07:36:22Z,36641,|Orgullobot~eswiki|,1576,['wikification']
69125,|Angkor Wat|,0,1036258,2005-07-25T13:25:05Z,32751,|Rembiapo pohyiete (bot)|,1596,['wikification']
69125,|Angkor Wat|,0,1102753,2005-08-06T22:39:01Z,45033,|YurikBot|,1623,['wikification']
69125,|Angkor Wat|,0,1244243,2005-08-30T10:23:15Z,45033,|YurikBot|,1649,['wikification']
69125,|Angkor Wat|,0,1249865,2005-08-31T05:10:51Z,45033,|YurikBot|,1666,['wikification']
69125,|Angkor Wat|,0,1405136,2005-09-30T10:51:35Z,42374,|Yrbot|,1683,"['wikification', 'process']"
69125,|Angkor Wat|,0,1497619,2005-10-17T13:00:46Z,51912,|KnightRider|,1698,"['wikification', 'process']"
69125,|Angkor Wat|,0,1500721,2005-10-17T22:00:01Z,51912,|KnightRider|,1684,['wikification']
69125,|Angkor Wat|,0,1614198,2005-11-06T22:23:58Z,32751,|Rembiapo pohyiete (bot)|,1702,['wikification']
