page_id,page_title,page_ns,revision_id,timestamp,contributor_id,org:resource,bytes,intentionality
2730,|Tierra|,0,7069,2002-10-29T01:12:48Z,1,|AstroNomo|,1072,
2730,|Tierra|,0,7070,2002-10-29T01:13:43Z,1,|AstroNomo|,1068,wikification
2730,|Tierra|,0,12287,2002-10-29T01:14:05Z,1,|AstroNomo|,1068,copy-editing
2730,|Tierra|,0,17377,2003-07-09T15:55:09Z,1,|AstroNomo|,3389,"wikification,elaboration"
2730,|Tierra|,0,17378,2003-07-09T18:19:07Z,1,|AstroNomo|,3364,wikification
2730,|Tierra|,0,25907,2003-07-09T18:21:12Z,1,|AstroNomo|,3312,wikification
2730,|Tierra|,0,27362,2003-08-22T21:40:04Z,1,|AstroNomo|,3265,wikification
2730,|Tierra|,0,27363,2003-08-29T06:59:52Z,1299,|Joseaperez|,3294,wikification
2730,|Tierra|,0,33983,2003-08-29T07:01:19Z,1299,|Joseaperez|,3322,wikification
2730,|Tierra|,0,36582,2003-09-21T15:35:10Z,1299,|Joseaperez|,3324,
2730,|Tierra|,0,36583,2003-10-02T03:21:07Z,2121,|Moriel|,3273,wikification
2730,|Tierra|,0,36587,2003-10-02T03:24:37Z,2121,|Moriel|,3274,
2730,|Tierra|,0,36589,2003-10-02T03:41:01Z,2121,|Moriel|,3281,
2730,|Tierra|,0,36944,2003-10-02T03:54:10Z,2121,|Moriel|,3282,
2730,|Tierra|,0,38711,2003-10-03T23:19:26Z,2121,|Moriel|,3291,
2730,|Tierra|,0,43067,2003-10-06T05:55:37Z,2121,|Moriel|,3391,wikification
2730,|Tierra|,0,44420,2003-10-10T09:04:22Z,2121,|Moriel|,3380,wikification
2730,|Tierra|,0,52337,2003-10-12T02:48:23Z,2121,|Moriel|,3410,wikification
2730,|Tierra|,0,94930,2004-02-14T12:38:38Z,1299,|Joseaperez|,3707,wikification
2730,|Tierra|,0,98203,2004-02-14T12:39:29Z,1299,|Joseaperez|,3711,wikification
2730,|Tierra|,0,250438,2004-09-08T18:21:46Z,13770,|Dodo|,4662,wikification
2730,|Tierra|,0,349588,2004-11-17T10:35:18Z,18338,|Xenoforme|,4888,wikification
2730,|Tierra|,0,370390,2004-11-18T12:49:13Z,18338,|Xenoforme|,5447,"wikification,elaboration"
2730,|Tierra|,0,458841,2005-01-03T00:46:01Z,18338,|Xenoforme|,5538,"wikification,elaboration"
2730,|Tierra|,0,458843,2005-01-28T11:52:18Z,13770,|Dodo|,5509,wikification
2730,|Tierra|,0,458846,2005-01-28T11:53:17Z,13770,|Dodo|,5509,
2730,|Tierra|,0,467512,2005-01-28T11:56:11Z,13770,|Dodo|,5509,
2730,|Tierra|,0,471581,2005-02-05T22:25:11Z,15723,|Xgarciaf|,6736,"wikification,elaboration"
2730,|Tierra|,0,472257,2005-02-05T23:35:18Z,15723,|Xgarciaf|,6947,"wikification,elaboration"
2730,|Tierra|,0,472258,2005-02-06T11:29:09Z,15723,|Xgarciaf|,8064,"wikification,elaboration"
2730,|Tierra|,0,472261,2005-02-06T11:30:47Z,15723,|Xgarciaf|,8065,
2730,|Tierra|,0,472285,2005-02-06T11:31:42Z,15723,|Xgarciaf|,8064,copy-editing
2730,|Tierra|,0,472290,2005-02-06T11:53:50Z,15723,|Xgarciaf|,8590,"wikification,elaboration"
2730,|Tierra|,0,472324,2005-02-06T11:58:21Z,15723,|Xgarciaf|,8525,
