page_id,page_title,page_ns,revision_id,timestamp,contributor_id,org:resource,bytes,intentionality
10058,|Ácido desoxirribonucleico|,0,161,2002-01-11T01:06:09Z,0,|imported>Fidel.G|,276,elaboration
10058,|Ácido desoxirribonucleico|,0,6683,2002-10-23T09:34:14Z,0,|conversion script|,276,"copy-editing,wikification"
10058,|Ácido desoxirribonucleico|,0,6684,2002-10-24T07:20:14Z,7,|Maveric149|,286,
10058,|Ácido desoxirribonucleico|,0,8788,2002-10-24T07:21:28Z,7,|Maveric149|,342,wikification
10058,|Ácido desoxirribonucleico|,0,9088,2002-12-22T07:08:00Z,1,|AstroNomo|,350,
10058,|Ácido desoxirribonucleico|,0,22120,2003-08-03T17:40:18Z,30,|Youssefsan|,1579,wikification
10058,|Ácido desoxirribonucleico|,0,26211,2003-08-07T18:05:09Z,30,|Youssefsan|,1617,wikification
10058,|Ácido desoxirribonucleico|,0,30453,2003-08-24T21:41:46Z,2075,|Sabbut|,1605,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,232828,2003-09-01T18:19:58Z,1141,|Gonis|,382,
10058,|Ácido desoxirribonucleico|,0,32516,2003-09-07T22:34:39Z,2135,|Frutoseco|,1606,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,37377,2003-09-16T01:46:35Z,2121,|Moriel|,1605,copy-editing
10058,|Ácido desoxirribonucleico|,0,39878,2003-10-05T06:11:01Z,2713,|Sauron|,1638,wikification
10058,|Ácido desoxirribonucleico|,0,40097,2003-10-07T16:19:18Z,2121,|Moriel|,1637,wikification
10058,|Ácido desoxirribonucleico|,0,53248,2003-10-07T19:12:28Z,2135,|Frutoseco|,1651,wikification
10058,|Ácido desoxirribonucleico|,0,65411,2003-11-22T17:58:15Z,4332,|Rafael Soriano|,2189,"wikification,elaboration"
10058,|Ácido desoxirribonucleico|,0,90128,2004-01-29T00:07:06Z,5042,|Ruiz|,7269,wikification
10058,|Ácido desoxirribonucleico|,0,110214,2004-03-08T17:58:09Z,3931,|Hashar|,8257,wikification
10058,|Ácido desoxirribonucleico|,0,125108,2004-04-01T09:54:06Z,2121,|Moriel|,8758,wikification
10058,|Ácido desoxirribonucleico|,0,170693,2004-06-05T05:37:38Z,0,|Template namespace initialisation script|,8500,
10058,|Ácido desoxirribonucleico|,0,179653,2004-06-28T18:13:16Z,8862,|Dionisio|,8523,wikification
10058,|Ácido desoxirribonucleico|,0,323787,2004-10-22T19:33:26Z,17160,|Robotito|,8636,"wikification,elaboration"
